Company,ISIN,GICSSectorName,Country,Region
"PPG Industries, Inc.",US6935061076,Materials,UNITED STATES,AMER
PPL Corporation,US69351T1060,Utilities,UNITED STATES,AMER
PVH Corp.,US6936561009,Consumer Discretionary,UNITED STATES,AMER
PACCAR Inc,US6937181088,Industrials,UNITED STATES,AMER
Parker-Hannifin Corporation,US7010941042,Industrials,UNITED STATES,AMER
Partner Communications Company Ltd.,US70211M1099,Communication Services,ISRAEL,EUR
"Patterson Companies, Inc.",US7033951036,Health Care,UNITED STATES,AMER
"Patterson-UTI Energy, Inc.",US7034811015,Energy,UNITED STATES,AMER
"Paychex, Inc.",US7043261079,Information Technology,UNITED STATES,AMER
"PENN Entertainment, Inc.",US7075691094,Consumer Discretionary,UNITED STATES,AMER
"Penske Automotive Group, Inc.",US70959W1036,Consumer Discretionary,UNITED STATES,AMER
"PepsiCo, Inc.",US7134481081,Consumer Staples,UNITED STATES,AMER
Perdoceo Education Corporation,US71363P1066,Consumer Discretionary,UNITED STATES,AMER
"Revvity, Inc.",US7140461093,Information Technology,UNITED STATES,AMER
Pfizer Inc.,US7170811035,Health Care,UNITED STATES,AMER
Pinnacle West Capital Corporation,US7234841010,Utilities,UNITED STATES,AMER
Pioneer Natural Resources Company,US7237871071,Energy,UNITED STATES,AMER
Pitney Bowes Inc.,US7244791007,Industrials,UNITED STATES,AMER
Polaris Inc.,US7310681025,Consumer Discretionary,UNITED STATES,AMER
"Power Integrations, Inc.",US7392761034,Information Technology,UNITED STATES,AMER
"T. Rowe Price Group, Inc.",US74144T1088,Financials,UNITED STATES,AMER
The Procter & Gamble Company,US7427181091,Consumer Staples,UNITED STATES,AMER
The Progressive Corporation,US7433151039,Financials,UNITED STATES,AMER
"Prologis, Inc.",US74340W1036,Real Estate,UNITED STATES,AMER
Public Service Enterprise Group Incorporated,US7445731067,Utilities,UNITED STATES,AMER
Public Storage,US74460D1090,Real Estate,UNITED STATES,AMER
"PulteGroup, Inc.",US7458671010,Consumer Discretionary,UNITED STATES,AMER
QUALCOMM Incorporated,US7475251036,Information Technology,UNITED STATES,AMER
"Quanta Services, Inc.",US74762E1029,Industrials,UNITED STATES,AMER
Quest Diagnostics Incorporated,US74834L1008,Health Care,UNITED STATES,AMER
RPM International Inc.,US7496851038,Materials,UNITED STATES,AMER
Rambus Inc.,US7509171069,Information Technology,UNITED STATES,AMER
Ralph Lauren Corporation,US7512121010,Consumer Discretionary,UNITED STATES,AMER
Range Resources Corporation,US75281A1097,Energy,UNITED STATES,AMER
"Raymond James Financial, Inc.",US7547301090,Financials,UNITED STATES,AMER
RTX Corporation,US75513E1010,Industrials,UNITED STATES,AMER
Regency Centers Corporation,US7588491032,Real Estate,UNITED STATES,AMER
"Regeneron Pharmaceuticals, Inc.",US75886F1075,Health Care,UNITED STATES,AMER
Regions Financial Corporation,US7591EP1005,Financials,UNITED STATES,AMER
"Reinsurance Group of America, Incorporated",US7593516047,Financials,UNITED STATES,AMER
Reliance Steel & Aluminum Co.,US7595091023,Materials,UNITED STATES,AMER
"Republic Services, Inc.",US7607591002,Industrials,UNITED STATES,AMER
ResMed Inc.,US7611521078,Health Care,UNITED STATES,AMER
Rite Aid Corporation,US7677548726,Consumer Staples,UNITED STATES,AMER
Robert Half Inc.,US7703231032,Industrials,UNITED STATES,AMER
"Rockwell Automation, Inc.",US7739031091,Industrials,UNITED STATES,AMER
"Roper Technologies, Inc.",US7766961061,Industrials,UNITED STATES,AMER
"Ross Stores, Inc.",US7782961038,Consumer Discretionary,UNITED STATES,AMER
"Royal Gold, Inc.",US7802871084,Materials,UNITED STATES,AMER
"Ryder System, Inc.",US7835491082,Industrials,UNITED STATES,AMER
S&P Global Inc.,US78409V1044,Consumer Discretionary,UNITED STATES,AMER
SBA Communications Corporation,US78410G1040,Communication Services,UNITED STATES,AMER
SEI Investments Company,US7841171033,Financials,UNITED STATES,AMER
SL Green Realty Corp.,US78440X8873,Real Estate,UNITED STATES,AMER
SLM Corporation,US78442P1066,Financials,UNITED STATES,AMER
SM Energy Company,US78454L1008,Energy,UNITED STATES,AMER
"SPX Technologies, Inc.",US78473E1038,Industrials,UNITED STATES,AMER
The St. Joe Company,US7901481009,Real Estate,UNITED STATES,AMER
"Henry Schein, Inc.",US8064071025,Health Care,UNITED STATES,AMER
The Charles Schwab Corporation,US8085131055,Financials,UNITED STATES,AMER
"Light & Wonder, Inc.",US80874P1093,Consumer Discretionary,UNITED STATES,AMER
The Scotts Miracle-Gro Company,US8101861065,Materials,UNITED STATES,AMER
Sealed Air Corporation,US81211K1007,Materials,UNITED STATES,AMER
Sempra,US8168511090,Utilities,UNITED STATES,AMER
Service Corporation International,US8175651046,Consumer Discretionary,UNITED STATES,AMER
Service Properties Trust,US81761L1026,Real Estate,UNITED STATES,AMER
The Sherwin-Williams Company,US8243481061,Materials,UNITED STATES,AMER
"Simon Property Group, Inc.",US8288061091,Real Estate,UNITED STATES,AMER
Sirius XM Holdings Inc.,US82968B1035,Consumer Discretionary,UNITED STATES,AMER
The J. M. Smucker Company,US8326964058,Consumer Staples,UNITED STATES,AMER
Snap-on Incorporated,US8330341012,Industrials,UNITED STATES,AMER
SOQUIMICH - Sociedad Quimica y Minera de Chile SA,US8336351056,Materials,CHILE,EM
Sonoco Products Company,US8354951027,Materials,UNITED STATES,AMER
The Southern Company,US8425871071,Utilities,UNITED STATES,AMER
Southern Copper Corporation,US84265V1052,Materials,UNITED STATES,AMER
Southwest Airlines Co.,US8447411088,Industrials,UNITED STATES,AMER
Southwestern Energy Company,US8454671095,Energy,UNITED STATES,AMER
"Stanley Black & Decker, Inc.",US8545021011,Consumer Discretionary,UNITED STATES,AMER
Starbucks Corporation,US8552441094,Consumer Discretionary,UNITED STATES,AMER
State Street Corporation,US8574771031,Financials,UNITED STATES,AMER
"Steel Dynamics, Inc.",US8581191009,Materials,UNITED STATES,AMER
"Stericycle, Inc.",US8589121081,Industrials,UNITED STATES,AMER
"Strategic Education, Inc.",US86272C1036,Consumer Discretionary,UNITED STATES,AMER
Stryker Corporation,US8636671013,Health Care,UNITED STATES,AMER
"Synopsys, Inc.",US8716071076,Information Technology,UNITED STATES,AMER
Synovus Financial Corp.,US87161C5013,Financials,UNITED STATES,AMER
Sysco Corporation,US8718291078,Consumer Staples,UNITED STATES,AMER
"The TJX Companies, Inc.",US8725401090,Consumer Discretionary,UNITED STATES,AMER
Target Corporation,US87612E1064,Consumer Discretionary,UNITED STATES,AMER
Teleflex Incorporated,US8793691069,Industrials,UNITED STATES,AMER
"Telephone and Data Systems, Inc.",US8794338298,Communication Services,UNITED STATES,AMER
Tenet Healthcare Corporation,US88033G4073,Health Care,UNITED STATES,AMER
"Teradyne, Inc.",US8807701029,Information Technology,UNITED STATES,AMER
Terex Corporation,US8807791038,Industrials,UNITED STATES,AMER
Teva Pharmaceutical Industries Limited,US8816242098,Health Care,ISRAEL,EUR
Texas Instruments Incorporated,US8825081040,Information Technology,UNITED STATES,AMER
Textron Inc.,US8832031012,Industrials,UNITED STATES,AMER
The ODP Corporation,US88337F1057,Consumer Discretionary,UNITED STATES,AMER
Thermo Fisher Scientific Inc.,US8835561023,Health Care,UNITED STATES,AMER
"Thor Industries, Inc.",US8851601018,Consumer Discretionary,UNITED STATES,AMER
3M Company,US88579Y1010,Industrials,UNITED STATES,AMER
Tidewater Inc.,US88642R1095,Energy,UNITED STATES,AMER
The Timken Company,US8873891043,Industrials,UNITED STATES,AMER
"Toll Brothers, Inc.",US8894781033,Consumer Discretionary,UNITED STATES,AMER
The Toro Company,US8910921084,Industrials,UNITED STATES,AMER
"The Travelers Companies, Inc.",US89417E1091,Financials,UNITED STATES,AMER
Trimble Inc.,US8962391004,Information Technology,UNITED STATES,AMER
"Trinity Industries, Inc.",US8965221091,Industrials,UNITED STATES,AMER
Truist Financial Corporation,US89832Q1094,Financials,UNITED STATES,AMER
"Tyson Foods, Inc.",US9024941034,Consumer Staples,UNITED STATES,AMER
"UDR, Inc.",US9026531049,Energy,UNITED STATES,AMER
UGI Corporation,US9026811052,Utilities,UNITED STATES,AMER
U.S. Bancorp,US9029733048,Financials,UNITED STATES,AMER
Union Pacific Corporation,US9078181081,Industrials,UNITED STATES,AMER
"United Natural Foods, Inc.",US9111631035,Consumer Staples,UNITED STATES,AMER
"United Parcel Service, Inc.",US9113121068,Industrials,UNITED STATES,AMER
"United Rentals, Inc.",US9113631090,Industrials,UNITED STATES,AMER
United States Cellular Corporation,US9116841084,Communication Services,UNITED STATES,AMER
United States Steel Corporation,US9129091081,Materials,UNITED STATES,AMER
United Therapeutics Corporation,US91307C1027,Health Care,UNITED STATES,AMER
UnitedHealth Group Incorporated,US91324P1021,Health Care,UNITED STATES,AMER
"Universal Health Services, Inc.",US9139031002,Health Care,UNITED STATES,AMER
Unum Group,US91529Y1064,Financials,UNITED STATES,AMER
"Urban Outfitters, Inc.",US9170471026,Consumer Discretionary,UNITED STATES,AMER
"Valhi, Inc.",US9189052098,Materials,UNITED STATES,AMER
Valero Energy Corporation,US91913Y1001,Energy,UNITED STATES,AMER
Valley National Bancorp,US9197941076,Financials,UNITED STATES,AMER
"Ventas, Inc.",US92276F1003,Real Estate,UNITED STATES,AMER
"VeriSign, Inc.",US92343E1029,Information Technology,UNITED STATES,AMER
Verizon Communications Inc.,US92343V1044,Communication Services,UNITED STATES,AMER
Vertex Pharmaceuticals Incorporated,US92532F1003,Health Care,UNITED STATES,AMER
Viavi Solutions Inc.,US9255501051,Health Care,UNITED STATES,AMER
Paramount Global,US92556H2067,Consumer Discretionary,UNITED STATES,AMER
Viatris Inc.,US92556V1061,Health Care,UNITED STATES,AMER
"Vishay Intertechnology, Inc.",US9282981086,Information Technology,UNITED STATES,AMER
Vornado Realty Trust,US9290421091,Real Estate,UNITED STATES,AMER
Vulcan Materials Company,US9291601097,Materials,UNITED STATES,AMER
"WEC Energy Group, Inc.",US92939U1060,Utilities,UNITED STATES,AMER
Westinghouse Air Brake Technologies Corporation,US9297401088,Industrials,UNITED STATES,AMER
Walmart Inc.,US9311421039,Consumer Staples,UNITED STATES,AMER
"Walgreens Boots Alliance, Inc.",US9314271084,Consumer Staples,UNITED STATES,AMER
"Washington Federal, Inc.",US9388241096,Financials,UNITED STATES,AMER
"Waste Management, Inc.",US94106L1098,Industrials,UNITED STATES,AMER
Waters Corporation,US9418481035,Health Care,UNITED STATES,AMER
"Watts Water Technologies, Inc.",US9427491025,Industrials,UNITED STATES,AMER
Wells Fargo & Company,US9497461015,Financials,UNITED STATES,AMER
Welltower Inc.,US95040Q1040,Real Estate,UNITED STATES,AMER
The Wendy's Company,US95058W1009,Consumer Discretionary,UNITED STATES,AMER
"WESCO International, Inc.",US95082P1057,Industrials,UNITED STATES,AMER
Western Digital Corporation,US9581021055,Information Technology,UNITED STATES,AMER
Weyerhaeuser Company,US9621661043,Real Estate,UNITED STATES,AMER
Whirlpool Corporation,US9633201069,Consumer Discretionary,UNITED STATES,AMER
"John Wiley & Sons, Inc.",US9682232064,Consumer Discretionary,UNITED STATES,AMER
"The Williams Companies, Inc.",US9694571004,Energy,UNITED STATES,AMER
"Williams-Sonoma, Inc.",US9699041011,Consumer Discretionary,UNITED STATES,AMER
"Wolfspeed, Inc.",US9778521024,Information Technology,UNITED STATES,AMER
Xcel Energy Inc.,US98389B1008,Utilities,UNITED STATES,AMER
Xerox Holdings Corporation,US98421M1062,Information Technology,UNITED STATES,AMER
"YUM! Brands, Inc.",US9884981013,Consumer Discretionary,UNITED STATES,AMER
Zebra Technologies Corporation,US9892071054,Information Technology,UNITED STATES,AMER
"Zions Bancorporation, National Association",US9897011071,Financials,UNITED STATES,AMER
AECI Ltd,ZAE000000220,Materials,SOUTH AFRICA,EM
Nedbank Group Limited,ZAE000004875,Financials,SOUTH AFRICA,EM
Pick n Pay Stores Limited,ZAE000005443,Consumer Staples,SOUTH AFRICA,EM
Sappi Limited,ZAE000006284,Materials,SOUTH AFRICA,EM
Sasol Limited,ZAE000006896,Energy,SOUTH AFRICA,EM
Netcare Limited,ZAE000011953,Health Care,SOUTH AFRICA,EM
Shoprite Holdings Ltd,ZAE000012084,Consumer Staples,SOUTH AFRICA,EM
Anglo American Platinum Limited,ZAE000013181,Materials,SOUTH AFRICA,EM
Harmony Gold Mining Company Limited,ZAE000015228,Materials,SOUTH AFRICA,EM
Gold Fields Limited,ZAE000018123,Materials,SOUTH AFRICA,EM
Discovery Limited,ZAE000022331,Financials,SOUTH AFRICA,EM
Barloworld Limited,ZAE000026639,Industrials,SOUTH AFRICA,EM
Truworths International Limited,ZAE000028296,Consumer Discretionary,SOUTH AFRICA,EM
MTN Group Limited,ZAE000042164,Communication Services,SOUTH AFRICA,EM
African Rainbow Minerals Limited,ZAE000054045,Materials,SOUTH AFRICA,EM
Reunert Limited,ZAE000057428,Information Technology,SOUTH AFRICA,EM
Woolworths Holdings Limited,ZAE000063863,Consumer Discretionary,SOUTH AFRICA,EM
FirstRand Limited,ZAE000066304,Financials,SOUTH AFRICA,EM
Aspen Pharmacare Holdings Limited,ZAE000066692,Health Care,SOUTH AFRICA,EM
Sanlam Limited,ZAE000070660,Financials,SOUTH AFRICA,EM
Tiger Brands Limited,ZAE000071080,Consumer Staples,SOUTH AFRICA,EM
Grindrod Limited,ZAE000072328,Industrials,SOUTH AFRICA,EM
Murray & Roberts Holdings Limited,ZAE000073441,Industrials,SOUTH AFRICA,EM
Impala Platinum Holdings Limited,ZAE000083648,Materials,SOUTH AFRICA,EM
Santam Ltd,ZAE000093779,Financials,SOUTH AFRICA,EM
Sun International Limited,ZAE000097580,Consumer Discretionary,SOUTH AFRICA,EM
Standard Bank Group Limited,ZAE000109815,Financials,SOUTH AFRICA,EM
The Bidvest Group Limited,ZAE000117321,Industrials,SOUTH AFRICA,EM
ArcelorMittal South Africa Limited,ZAE000134961,Materials,SOUTH AFRICA,EM
PPC Ltd,ZAE000170049,Materials,SOUTH AFRICA,EM
Growthpoint Properties Limited,ZAE000179420,Real Estate,SOUTH AFRICA,EM
Altron Limited,ZAE000191342,Information Technology,SOUTH AFRICA,EM
Absa Group Limited,ZAE000255915,Financials,SOUTH AFRICA,EM
Northam Platinum Holdings Limited,ZAE000298253,Materials,SOUTH AFRICA,EM
Aveng Limited,ZAE000302618,Industrials,SOUTH AFRICA,EM
Nampak Limited,ZAE000322095,Materials,SOUTH AFRICA,EM
